month,api_client_title,shipping_city,shipping_region,shipping_country,customer_type,product_title,product_type,orders,gross_sales,discounts,returns,net_sales,shipping,taxes,total_sales,total_tips,average_order_value
2021-04,Online Store,Lubbock,Texas,United States,Returning,Original,,1,8.99,0,0,8.99,0,0,8.99,0,8.99
2021-04,Online Store,Montgomery,Texas,United States,First-time,Black Truffle,,1,8.99,0,0,8.99,0,0,8.99,0,8.99
2021-04,Online Store,Strong City,Kansas,United States,First-time,Gourmet Keto Variety Pack,,1,39.96,0,0,39.96,0,0,39.96,0,39.96
2021-04,Online Store,Westminster,South Carolina,United States,First-time,Black Truffle,,1,44.95,0,0,44.95,0,0,44.95,0,44.95
2021-04,Online Store,Stockbridge,Georgia,United States,First-time,,,0,0,0,0,0,4.38,0,4.38,0,0
2021-04,Online Store,Moncks Corner,South Carolina,United States,First-time,Gourmet Keto Original,,1,39.96,0,0,39.96,0,0,39.96,0,39.96
2021-04,Online Store,Fremont,California,United States,First-time,Slap Yo' Grandma Spicy,,1,8.99,0,0,8.99,0,0,8.99,0,8.99
2021-04,Online Store,Mansfield,Ohio,United States,Returning,6-Bag Variety Pack,,1,53.94,0,0,53.94,0,0,53.94,0,53.94
2021-04,Online Store,Springdale,Arkansas,United States,Returning,Spicy Original,,1,17.98,0,0,17.98,0,0,17.98,0,17.98
2021-04,Online Store,Long Beach,California,United States,First-time,Traditional Japanese Teriyaki,,1,8.99,0,0,8.99,0,0,8.99,0,8.99
2021-04,Online Store,Southgate,Michigan,United States,First-time,Original,,1,8.99,0,0,8.99,0,0,8.99,0,8.99
2021-04,Online Store,Chula,Georgia,United States,Returning,Spicy Original,,3,116.87,-7.19,0,109.68,0,0,109.68,0,36.56
2021-04,Online Store,El Mirage,Arizona,United States,Returning,,,0,0,0,0,0,0,0,0,0,0
2021-04,Online Store,Watertown,New York,United States,First-time,,,0,0,0,0,0,9.74,0,9.74,0,0
2021-04,Online Store,Vancouver,Washington,United States,First-time,Traditional Japanese Teriyaki,,1,8.99,0,0,8.99,0,0,8.99,0,8.99
2021-04,Online Store,Red Bluff,California,United States,First-time,5-Bag Variety Pack,,1,44.95,0,0,44.95,0,0,44.95,0,44.95
2021-04,Online Store,Lake Charles,Louisiana,United States,First-time,Traditional Japanese Teriyaki,,1,26.97,0,0,26.97,0,0,26.97,0,26.97
2021-04,Online Store,Doral,Florida,United States,First-time,,,0,0,0,0,0,5.38,0,5.38,0,0
2021-04,Online Store,Fanwood,New Jersey,United States,Returning,Gourmet Keto Black Truffle,,1,89.91,-17.98,0,71.93,0,0,71.93,0,71.93
2021-04,Online Store,East Liverpool,Ohio,United States,First-time,Traditional Japanese Teriyaki,,1,17.98,0,0,17.98,0,0,17.98,0,17.98
2021-04,Online Store,Mount Juliet,Tennessee,United States,Returning,,,0,0,0,0,0,9.94,0,9.94,0,0
2021-04,Online Store,Stafford,Virginia,United States,First-time,,,0,0,0,0,0,11.25,0,11.25,0,0
2021-04,Online Store,Bowling Green,Ohio,United States,Returning,Original,,1,8.99,0,0,8.99,0,0,8.99,0,8.99
2021-04,Online Store,Lewes,Delaware,United States,First-time,5-Bag Variety Pack,,1,44.95,0,0,44.95,0,0,44.95,0,44.95
2021-04,Online Store,Sewaren,New Jersey,United States,First-time,5-Bag Variety Pack,,1,89.9,-19.77,0,70.13,0,0,70.13,0,70.13
2021-04,Online Store,Denver,Colorado,United States,First-time,Sweet Heat,,2,17.98,-0.9,0,17.08,0,0,17.08,0,8.54
2021-04,Online Store,Forked River,New Jersey,United States,First-time,,,0,0,0,0,0,4.38,0,4.38,0,0
2021-04,Online Store,Fairfield Township,Ohio,United States,First-time,Black Truffle,,1,8.99,0,0,8.99,0,0,8.99,0,8.99
2021-04,Online Store,Loves Park,Illinois,United States,First-time,Slap Yo' Grandma Spicy,,1,8.99,0,0,8.99,0,0,8.99,0,8.99
2021-04,Online Store,Sayville,New York,United States,First-time,6-Bag Variety Pack,,1,53.94,0,0,53.94,0,0,53.94,0,53.94
2021-04,Online Store,Peachtree Corners,Georgia,United States,First-time,Black Truffle,,1,35.96,0,0,35.96,0,0,35.96,0,35.96
2021-04,Online Store,Bedford,Pennsylvania,United States,First-time,Original,,1,17.98,0,0,17.98,0,1.08,19.06,0,19.06
2021-04,Online Store,Wake Forest,North Carolina,United States,First-time,All Flavors Variety Pack,,1,93.9,0,0,93.9,0,0,93.9,0,93.9
2021-04,Online Store,Seligman,Missouri,United States,Returning,Sweet Heat,,1,8.99,0,0,8.99,0,0,8.99,0,8.99
2021-04,Online Store,Paris,Arkansas,United States,First-time,Slap Yo' Grandma Spicy,,1,8.99,0,0,8.99,0,0,8.99,0,8.99
2021-04,Online Store,Lewisburg,Pennsylvania,United States,First-time,Gourmet Keto Variety Pack,,1,39.96,0,0,39.96,0,2.4,42.36,0,42.36
2021-04,Online Store,Whittier,California,United States,First-time,Slap Yo' Grandma Spicy,,1,17.98,0,0,17.98,0,0,17.98,0,17.98
2021-04,Online Store,Mount Pleasant,Iowa,United States,First-time,,,0,0,0,0,0,7.4,0,7.4,0,0
2021-04,Online Store,Bellingham,Washington,United States,First-time,Spicy Original,,1,8.99,-0.89,0,8.1,0,0,8.1,0,8.1
2021-04,Online Store,Mission Viejo,California,United States,First-time,Gourmet Keto Original,,1,9.99,0,0,9.99,0,0,9.99,0,9.99
2021-04,Online Store,San Jose,California,United States,Returning,,,0,0,0,0,0,5.38,0,5.38,0,0
2021-04,Online Store,Holdrege,Nebraska,United States,First-time,Slap Yo' Grandma Spicy,,1,17.98,-0.89,-8.1,8.99,0,0,8.99,0,17.09
2021-04,Online Store,Stantonsburg,North Carolina,United States,First-time,Traditional Japanese Teriyaki,,1,8.99,0,0,8.99,0,0,8.99,0,8.99
2021-04,Online Store,Verona,Kentucky,United States,Returning,Black Truffle,,1,17.98,-1.79,0,16.19,0,0,16.19,0,16.19
2021-04,Online Store,Niagara Falls,New York,United States,Returning,Spicy Original,,2,62.93,-9.88,0,53.05,0,0,53.05,0,26.525
2021-04,Online Store,Moreno Valley,California,United States,First-time,,,0,0,0,0,0,13.61,0,13.61,0,0
2021-04,Online Store,Littleton,Massachusetts,United States,Returning,Spicy Original,,1,35.96,0,0,35.96,0,0,35.96,0,35.96
2021-04,Online Store,Burlington,Massachusetts,United States,First-time,Original,,1,8.99,0,0,8.99,0,0,8.99,0,8.99
2021-04,Online Store,Flower Mound,Texas,United States,First-time,Gourmet Keto Original,,2,19.98,-2.19,0,17.79,0,0,17.79,0,8.895
2021-04,Online Store,Palo Alto,California,United States,First-time,Gourmet Keto Black Truffle,,1,9.99,0,0,9.99,0,0,9.99,0,9.99
2021-04,Online Store,Front Royal,Virginia,United States,First-time,Gourmet Keto Original,,1,9.99,0,0,9.99,0,0,9.99,0,9.99
2021-04,Online Store,Urbandale,Iowa,United States,First-time,Gourmet Keto Original,,1,19.98,-4,0,15.98,0,0,15.98,0,15.98
2021-04,Online Store,Boca Raton,Florida,United States,First-time,Traditional Japanese Teriyaki,,1,35.96,0,0,35.96,0,0,35.96,0,35.96
2021-04,Online Store,Mesa,Arizona,United States,First-time,Black Truffle,,2,35.96,0,0,35.96,0,0,35.96,0,17.98
2021-04,Seal Subscriptions,Newman,California,United States,First-time,Gourmet Keto Variety Pack,,1,39.96,-2,0,37.96,0,0,37.96,0,37.96
2021-04,Online Store,Lake Forest,Illinois,United States,First-time,Gourmet Keto Black Truffle,,1,9.99,-1,0,8.99,0,0,8.99,0,8.99
2021-04,Online Store,Sacramento,California,United States,First-time,Traditional Japanese Teriyaki,,4,62.93,-9.72,0,53.21,0,0,53.21,0,13.302
2021-04,Online Store,Lynn,Massachusetts,United States,First-time,,,0,0,0,0,0,0,0,0,0,0
2021-04,Online Store,Morristown,Tennessee,United States,First-time,,,0,0,0,0,0,7.4,0,7.4,0,0
2021-04,Online Store,Sonoma,California,United States,First-time,Gourmet Keto Variety Pack,,1,79.92,0,0,79.92,0,0,79.92,0,79.92
2021-04,Online Store,Sioux Falls,South Dakota,United States,First-time,Black Truffle,,1,8.99,0,0,8.99,0,0,8.99,0,8.99
2021-04,Online Store,Sparks,Nevada,United States,First-time,Sweet Heat,,1,8.99,0,0,8.99,0,0,8.99,0,8.99
2021-04,Online Store,Portage,Indiana,United States,First-time,Sweet Heat,,1,8.99,0,0,8.99,0,0,8.99,0,8.99
2021-04,Online Store,Orlando,Florida,United States,Returning,Slap Yo' Grandma Spicy,,1,8.99,-1.8,0,7.19,0,0,7.19,0,7.19
2021-04,Online Store,Alamogordo,New Mexico,United States,First-time,,,0,0,0,0,0,3.85,0,3.85,0,0
2021-04,Online Store,N Laud,Florida,United States,Returning,,,0,0,0,0,0,5.89,0,5.89,0,0
2021-04,Online Store,San Francisco,California,United States,Returning,Sweet Heat,,1,17.98,0,0,17.98,0,0,17.98,0,17.98
2021-04,Online Store,Muskegon,Michigan,United States,First-time,,,0,0,0,0,0,13.61,0,13.61,0,0
2021-04,Online Store,Monument,Colorado,United States,First-time,5-Bag Variety Pack,,1,44.95,0,0,44.95,0,0,44.95,0,44.95
2021-04,Online Store,Santa Rosa,California,United States,First-time,,,0,0,0,0,0,3.85,0,3.85,0,0
2021-04,Online Store,Tx,Texas,United States,First-time,,,0,0,0,0,0,3.85,0,3.85,0,0
2021-04,Online Store,Tucson,Arizona,United States,First-time,Slap Yo' Grandma Spicy,,1,8.99,0,0,8.99,0,0,8.99,0,8.99
2021-04,Online Store,Batesville,Mississippi,United States,First-time,6-Bag Variety Pack,,1,107.88,0,0,107.88,0,0,107.88,0,107.88
2021-04,Online Store,Royal Palm Beach,Florida,United States,First-time,Spicy Original,,1,8.99,0,0,8.99,0,0,8.99,0,8.99
2021-04,Online Store,Olivehurst,California,United States,First-time,Original,,1,8.99,0,0,8.99,0,0,8.99,0,8.99
2021-04,Online Store,Old Bridge,New Jersey,United States,First-time,Traditional Japanese Teriyaki,,1,17.98,0,0,17.98,0,0,17.98,0,17.98
2021-04,Online Store,Cincinnati,Ohio,United States,First-time,Gourmet Keto Spicy Original,,1,9.99,0,0,9.99,0,0,9.99,0,9.99
2021-04,Online Store,Kingston,Pennsylvania,United States,First-time,,,0,0,0,0,0,4.38,0.26,4.64,0,0
2021-04,Online Store,Dearborn Heights,Michigan,United States,First-time,,,0,0,0,0,0,8.23,0,8.23,0,0
2021-04,Online Store,Bloomfield,New York,United States,First-time,Slap Yo' Grandma Spicy,,1,17.98,0,0,17.98,0,0,17.98,0,17.98
2021-04,Online Store,Union City,California,United States,First-time,Black Truffle,,1,26.97,0,0,26.97,0,0,26.97,0,26.97
2021-04,Online Store,Hoffman Estates,Illinois,United States,First-time,,,0,0,0,0,0,10.44,0,10.44,0,0
2021-04,Online Store,Bremerton,Washington,United States,Returning,Gourmet Keto Original,,1,29.97,0,0,29.97,0,0,29.97,0,29.97
2021-04,Online Store,Rochester,New York,United States,First-time,,,0,0,0,0,0,14.47,0,14.47,0,0
2021-04,Online Store,Bonham,Texas,United States,First-time,,,0,0,0,0,0,3.85,0,3.85,0,0
2021-04,Online Store,Hudsonville,Michigan,United States,First-time,Traditional Japanese Teriyaki,,2,17.98,0,0,17.98,0,0,17.98,0,8.99
2021-04,Online Store,Coopersburg,Pennsylvania,United States,First-time,6-Bag Variety Pack,,1,53.94,0,0,53.94,0,3.24,57.18,0,57.18
2021-04,Online Store,Yuma,Arizona,United States,First-time,Slap Yo' Grandma Spicy,,1,17.98,0,0,17.98,0,0,17.98,0,17.98
2021-04,Online Store,Hillsborough,New Jersey,United States,First-time,,,0,0,0,0,0,12.94,0,12.94,0,0
2021-04,Online Store,Plymouth,Massachusetts,United States,First-time,6-Bag Variety Pack,,1,53.94,0,0,53.94,0,0,53.94,0,53.94
2021-04,Online Store,Le Sueur,Minnesota,United States,First-time,Spicy Original,,1,8.99,0,0,8.99,0,0,8.99,0,8.99
2021-04,Online Store,Haverhill,Massachusetts,United States,First-time,,,0,0,0,0,0,0,0,0,0,0
2021-04,Online Store,Timnath,Colorado,United States,First-time,Sweet Heat,,1,8.99,-1.97,0,7.02,0,0,7.02,0,7.02
2021-04,Online Store,Evansville,Indiana,United States,First-time,Traditional Japanese Teriyaki,,2,17.98,0,0,17.98,0,0,17.98,0,8.99
2021-04,Online Store,Trenton,New Jersey,United States,First-time,Black Truffle,,1,17.98,0,0,17.98,0,0,17.98,0,17.98
2021-04,Online Store,Miami,Florida,United States,First-time,Gourmet Keto Mild Original,,1,9.99,0,0,9.99,0,0,9.99,0,9.99
2021-04,Online Store,Irwin,Pennsylvania,United States,First-time,,,0,0,0,0,0,4.38,0.26,4.64,0,0
2021-04,Online Store,Garrison,Maryland,United States,First-time,5-Bag Variety Pack,,1,44.95,0,0,44.95,0,0,44.95,0,44.95
2021-04,Online Store,Kennewick,Washington,United States,First-time,5-Bag Variety Pack,,1,44.95,-8.99,0,35.96,0,0,35.96,0,35.96
2021-04,Online Store,Burns,Wyoming,United States,First-time,Original,,1,8.99,-1.79,0,7.2,0,0,7.2,0,7.2
2021-04,Online Store,Alpine,California,United States,Returning,Original,,1,26.97,-5.93,0,21.04,0,0,21.04,0,21.04
2021-04,Online Store,Riverview,Florida,United States,First-time,,,0,0,0,0,0,5.89,0,5.89,0,0
2021-04,Online Store,Kansas City,Missouri,United States,First-time,,,0,0,0,0,0,17.44,0,17.44,0,0
2021-04,Online Store,Lebanon,Tennessee,United States,First-time,,,0,0,0,0,0,3.85,0,3.85,0,0
2021-04,Online Store,Lawrenville,Georgia,United States,First-time,5-Bag Variety Pack,,1,44.95,-4.49,0,40.46,0,0,40.46,0,40.46
2021-04,Online Store,Campbell,California,United States,Returning,Slap Yo' Grandma Spicy,,1,35.96,-7.91,0,28.05,0,0,28.05,0,28.05
2021-04,Online Store,Parkland,Florida,United States,Returning,Traditional Japanese Teriyaki,,1,44.95,-9.89,0,35.06,0,0,35.06,0,35.06
2021-04,Online Store,Rivesville,West Virginia,United States,First-time,,,0,0,0,0,0,4.38,0,4.38,0,0
2021-04,Online Store,Loveland,Colorado,United States,First-time,,,0,0,0,0,0,11.25,0,11.25,0,0
2021-04,Online Store,Cockeysville,Maryland,United States,First-time,Slap Yo' Grandma Spicy,,1,8.99,0,0,8.99,0,0,8.99,0,8.99
2021-04,Online Store,Westwood,Massachusetts,United States,First-time,Slap Yo' Grandma Spicy,,1,8.99,0,0,8.99,0,0,8.99,0,8.99
2021-04,Online Store,Roseville,California,United States,First-time,,,0,0,0,0,0,23.56,0,23.56,0,0
2021-04,Online Store,San Bruno,California,United States,First-time,Original,,1,44.95,-8.98,0,35.97,0,0,35.97,0,35.97
2021-04,Online Store,Irvine,California,United States,First-time,Black Truffle,,3,98.89,-4.04,0,94.85,0,0,94.85,0,31.616
2021-04,Online Store,Buffalo,Minnesota,United States,First-time,,,0,0,0,0,0,3.85,0,3.85,0,0
2021-04,Online Store,Richmond,Virginia,United States,First-time,Slap Yo' Grandma Spicy,,1,17.98,0,0,17.98,0,0,17.98,0,17.98
2021-04,Online Store,Decatur,Tennessee,United States,First-time,6-Bag Variety Pack,,1,53.94,0,0,53.94,0,0,53.94,0,53.94
2021-04,Online Store,Sewickley,Pennsylvania,United States,First-time,Traditional Japanese Teriyaki,,1,8.99,0,0,8.99,0,0.54,9.53,0,9.53
2021-04,Online Store,Indianapolis,Indiana,United States,First-time,Spicy Original,,2,26.97,-1.79,0,25.18,0,0,25.18,0,12.59
2021-04,Online Store,River Forest,Illinois,United States,First-time,Traditional Japanese Teriyaki,,1,26.97,0,0,26.97,0,0,26.97,0,26.97
2021-04,Online Store,Seatac,Washington,United States,First-time,,,0,0,0,0,0,4.38,0,4.38,0,0
2021-04,Online Store,Hingham,Massachusetts,United States,First-time,Slap Yo' Grandma Spicy,,1,8.99,0,0,8.99,0,0,8.99,0,8.99
2021-04,Online Store,Fair Oaks,California,United States,First-time,Gourmet Keto Variety Pack,,1,39.96,0,0,39.96,0,0,39.96,0,39.96
2021-04,Online Store,Nampa,Idaho,United States,First-time,Sweet Heat,,1,8.99,-1.97,0,7.02,0,0,7.02,0,7.02
2021-04,Online Store,Ripon,California,United States,Returning,Original,,1,89.9,-19.77,0,70.13,0,0,70.13,0,70.13
2021-04,Online Store,Ocala,Florida,United States,First-time,Spicy Original,,2,44.95,0,0,44.95,0,0,44.95,0,22.475
2021-04,Online Store,Mars,Pennsylvania,United States,Returning,,,0,0,0,0,0,0,0,0,0,0
2021-04,Online Store,Oakmont,Pennsylvania,United States,First-time,Black Truffle,,1,8.99,0,0,8.99,0,0.54,9.53,0,9.53
2021-04,Online Store,Los Angeles,California,United States,First-time,Sweet Heat,,1,26.97,-5.39,0,21.58,0,0,21.58,0,21.58
2021-04,Online Store,Pasco,Washington,United States,First-time,,,0,0,0,0,0,3.85,0,3.85,0,0
2021-04,Online Store,Milford,Connecticut,United States,First-time,Sweet Heat,,1,8.99,0,0,8.99,0,0,8.99,0,8.99
2021-04,Online Store,Graham,North Carolina,United States,First-time,,,0,0,0,0,0,0,0,0,0,0
2021-04,Online Store,Aleppo,Pennsylvania,United States,First-time,,,0,0,0,0,0,5.38,0.32,5.7,0,0
2021-04,Online Store,Sparta,Kentucky,United States,First-time,6-Bag Variety Pack,,1,53.94,0,0,53.94,0,0,53.94,0,53.94
2021-04,Online Store,Columbia,Pennsylvania,United States,First-time,Gourmet Keto Mild Original,,1,9.99,0,0,9.99,0,0.6,10.59,0,10.59
2021-04,Online Store,Nashville,Tennessee,United States,First-time,,,0,0,0,0,0,33.1,0,33.1,0,0
2021-04,Online Store,Clines Corners,New Mexico,United States,Returning,Black Truffle,,1,8.99,-1.79,0,7.2,0,0,7.2,0,7.2
2021-04,Online Store,Oak Creek,Wisconsin,United States,First-time,Slap Yo' Grandma Spicy,,1,8.99,0,0,8.99,0,0,8.99,0,8.99
2021-04,Online Store,Arcadia,California,United States,First-time,,,0,0,0,0,0,0,0,0,0,0
2021-04,Online Store,Okc,Oklahoma,United States,Returning,,,0,0,0,0,0,0,0,0,0,0
2021-04,Online Store,Chico,California,United States,Returning,Black Truffle,,2,107.88,-3.59,0,104.29,0,0,104.29,0,52.145
2021-04,Online Store,Crystal River,Florida,United States,First-time,,,0,0,0,0,0,7.4,0,7.4,0,0
2021-04,Online Store,Albuquerque,New Mexico,United States,First-time,Sweet Heat,,1,8.99,0,0,8.99,0,0,8.99,0,8.99
2021-04,Online Store,Bakersfield,California,United States,First-time,Spicy Original,,2,17.98,0,0,17.98,0,0,17.98,0,8.99
2021-04,Online Store,Atlanta,Georgia,United States,First-time,,,0,0,0,0,0,21.59,0,21.59,0,0
2021-04,Online Store,Sterling,Virginia,United States,First-time,All Flavors Variety Pack,,1,93.9,0,0,93.9,0,0,93.9,0,93.9
2021-04,Online Store,Idaho Springs,Colorado,United States,First-time,Traditional Japanese Teriyaki,,1,8.99,0,0,8.99,0,0,8.99,0,8.99
2021-04,Online Store,Springfield,Ohio,United States,First-time,Gourmet Keto Variety Pack,,1,39.96,0,0,39.96,0,0,39.96,0,39.96
2021-04,Online Store,Espanola,New Mexico,United States,First-time,,,0,0,0,0,0,4.38,0,4.38,0,0
2021-04,Seal Subscriptions,Danvers,Massachusetts,United States,First-time,Gourmet Keto Original,,1,9.99,0,0,9.99,0,0,9.99,0,9.99
2021-04,Online Store,Tulsa,Oklahoma,United States,First-time,,,0,0,0,0,0,3.85,0,3.85,0,0
2021-04,Online Store,Fresno,California,United States,First-time,6-Bag Variety Pack,,2,107.88,0,0,107.88,0,0,107.88,0,53.94
2021-04,Online Store,Romulus,Michigan,United States,Returning,Traditional Japanese Teriyaki,,1,17.98,-3.96,0,14.02,0,0,14.02,0,14.02
2021-04,Online Store,Conover,North Carolina,United States,Returning,Gourmet Keto Mild Original,,1,9.99,-2.2,0,7.79,0,0,7.79,0,7.79
2021-04,Online Store,Port Jefferson Station,New York,United States,First-time,Black Truffle,,1,8.99,0,0,8.99,0,0,8.99,0,8.99
2021-04,Online Store,Gaylord,Michigan,United States,First-time,,,0,0,0,0,0,0,0,0,0,0
2021-04,Online Store,Phoenix,Arizona,United States,First-time,5-Bag Variety Pack,,2,89.9,-9.88,0,80.02,0,0,80.02,0,40.01
2021-04,Online Store,Stevens Point,Wisconsin,United States,First-time,Slap Yo' Grandma Spicy,,1,17.98,0,0,17.98,0,0,17.98,0,17.98
2021-04,Online Store,Rock Rapids,Iowa,United States,First-time,,,0,0,0,0,0,5.38,0,5.38,0,0
2021-04,Online Store,Lincoln,California,United States,First-time,,,0,0,0,0,0,4.38,0,4.38,0,0
2021-04,Online Store,Centerville,Utah,United States,First-time,Gourmet Keto Spicy Original,,1,59.94,-11.98,0,47.96,0,0,47.96,0,47.96
2021-04,Online Store,Bradenton,Florida,United States,First-time,Sweet Heat,,1,26.97,-5.39,0,21.58,0,0,21.58,0,21.58
2021-04,Online Store,Carthage,North Carolina,United States,First-time,Original,,1,8.99,0,0,8.99,0,0,8.99,0,8.99
2021-04,Online Store,Las Vegas,Nevada,United States,First-time,Black Truffle,,4,71.92,-11.86,0,60.06,0,0,60.06,0,15.015
2021-04,Online Store,Mason City,Illinois,United States,First-time,Slap Yo' Grandma Spicy,,1,8.99,0,0,8.99,0,0,8.99,0,8.99
2021-04,Online Store,Enid,Oklahoma,United States,First-time,Sweet Heat,,1,8.99,-1.8,0,7.19,0,0,7.19,0,7.19
2021-04,Online Store,Fairmont,Minnesota,United States,First-time,,,0,0,0,0,0,9.94,0,9.94,0,0
2021-04,Online Store,Alhambra,California,United States,First-time,Gourmet Keto Black Truffle,,1,49.95,0,0,49.95,0,0,49.95,0,49.95
2021-04,Online Store,Ventura,California,United States,First-time,Original,,1,17.98,0,0,17.98,0,0,17.98,0,17.98
2021-04,Online Store,Auburn,Washington,United States,First-time,,,0,0,0,0,0,0,0,0,0,0
2021-04,Online Store,Leesburg,Georgia,United States,First-time,,,0,0,0,0,0,10.73,0,10.73,0,0
2021-04,Online Store,Corrales,New Mexico,United States,First-time,Black Truffle,,1,44.95,-8.99,0,35.96,0,0,35.96,0,35.96
2021-04,Online Store,Riverside,California,United States,First-time,,,0,0,0,0,0,8.23,0,8.23,0,0
2021-04,Online Store,Salina,Kansas,United States,First-time,Original,,1,8.99,0,0,8.99,0,0,8.99,0,8.99
2021-04,Online Store,Land O' Lakes,Florida,United States,First-time,All Flavors Variety Pack,,1,93.9,-20.65,0,73.25,0,0,73.25,0,73.25
2021-04,Online Store,Bellevue,Washington,United States,First-time,,,0,0,0,0,0,18.95,0,18.95,0,0
2021-04,Online Store,Seal Beach,California,United States,First-time,6-Bag Variety Pack,,1,53.94,-5.39,0,48.55,0,0,48.55,0,48.55
2021-04,Online Store,Richardson,Texas,United States,Returning,Gourmet Keto Original,,1,99.9,0,0,99.9,0,0,99.9,0,99.9
2021-04,Online Store,Moline,Illinois,United States,Returning,,,0,0,0,0,0,10.27,0,10.27,0,0
2021-04,Online Store,Delta,Ohio,United States,Returning,,,0,0,0,0,0,9.23,0,9.23,0,0
2021-04,Online Store,Minot,North Dakota,United States,First-time,Gourmet Keto Black Truffle,,1,9.99,0,0,9.99,0,0,9.99,0,9.99
2021-04,Seal Subscriptions,Kenai,Alaska,United States,First-time,,,0,0,0,0,0,3.85,0,3.85,0,0
2021-04,Online Store,Gilbert,Arizona,United States,First-time,Slap Yo' Grandma Spicy,,1,8.99,-1.98,0,7.01,0,0,7.01,0,7.01
2021-04,Online Store,Hampton,Virginia,United States,First-time,,,0,0,0,0,0,9.09,0,9.09,0,0
2021-04,Online Store,Acton,California,United States,Returning,Gourmet Keto Mild Original,,1,19.98,-4.4,0,15.58,0,0,15.58,0,15.58
2021-04,Online Store,El Paso,Texas,United States,First-time,Gourmet Keto Original,,1,9.99,0,0,9.99,0,0,9.99,0,9.99
2021-04,Online Store,Henderson,Texas,United States,First-time,Slap Yo' Grandma Spicy,,1,8.99,0,0,8.99,0,0,8.99,0,8.99
2021-04,Online Store,Winchester,Massachusetts,United States,Returning,Original,,1,53.94,-10.78,0,43.16,0,0,43.16,0,43.16
2021-04,Online Store,Aventura,Florida,United States,Returning,,,0,0,0,0,0,0,0,0,0,0
2021-04,Online Store,Roswell,New Mexico,United States,First-time,All Flavors Variety Pack,,0,0,0,-84.51,-84.51,0,0,-84.51,0,0
2021-04,Online Store,Clay City,Kentucky,United States,First-time,,,0,0,0,0,0,3.85,0,3.85,0,0
2021-04,Online Store,Gulf Breeze,Florida,United States,First-time,6-Bag Variety Pack,,1,53.94,0,0,53.94,0,0,53.94,0,53.94
2021-04,Online Store,Oregon City,Oregon,United States,First-time,Black Truffle,,1,17.98,0,0,17.98,0,0,17.98,0,17.98
2021-04,Online Store,Waynesburg,Pennsylvania,United States,First-time,Slap Yo' Grandma Spicy,,1,8.99,0,0,8.99,0,0.54,9.53,0,9.53
2021-04,Online Store,Deer Park,Texas,United States,First-time,,,0,0,0,-9.1,-9.1,5.38,0,-3.72,0,0
2021-04,Online Store,Breckenridge,Michigan,United States,First-time,,,0,0,0,0,0,12.12,0,12.12,0,0
2021-04,Online Store,Toms River,New Jersey,United States,Returning,,,0,0,0,0,0,7.4,0,7.4,0,0
2021-04,Online Store,Charleston,Missouri,United States,First-time,Original,,1,8.99,0,0,8.99,0,0,8.99,0,8.99
2021-04,Online Store,Fredericksburg,Virginia,United States,First-time,Spicy Original,,1,8.99,0,0,8.99,0,0,8.99,0,8.99
2021-04,Online Store,Yorktown Heights,New York,United States,First-time,5-Bag Variety Pack,,1,89.9,-19.77,0,70.13,0,0,70.13,0,70.13
2021-04,Online Store,Xenia,Ohio,United States,First-time,5-Bag Variety Pack,,1,44.95,-8.99,0,35.96,0,0,35.96,0,35.96
2021-04,Online Store,Sheldon,Iowa,United States,First-time,Gourmet Keto Original,,1,9.99,0,0,9.99,0,0,9.99,0,9.99
2021-04,Online Store,Winter Garden,Florida,United States,First-time,Gourmet Keto Mild Original,,1,39.96,-4,0,35.96,0,0,35.96,0,35.96
2021-04,Online Store,Newark,Delaware,United States,First-time,Original,,1,8.99,0,0,8.99,0,0,8.99,0,8.99
2021-04,Online Store,Brandywine,West Virginia,United States,First-time,Gourmet Keto Black Truffle,,1,9.99,0,0,9.99,0,0,9.99,0,9.99
2021-04,Online Store,Buhler,Kansas,United States,First-time,Gourmet Keto Original,,1,9.99,0,0,9.99,0,0,9.99,0,9.99
2021-04,Online Store,Pantego,North Carolina,United States,First-time,6-Bag Variety Pack,,1,53.94,0,0,53.94,0,0,53.94,0,53.94
2021-04,Online Store,Richlands,North Carolina,United States,First-time,Black Truffle,,1,17.98,-3.95,0,14.03,0,0,14.03,0,14.03
2021-04,Online Store,Murphy,North Carolina,United States,First-time,,,0,0,0,0,0,3.85,0,3.85,0,0
2021-04,Online Store,Granger,Indiana,United States,Returning,Original,,1,8.99,-1.98,0,7.01,0,0,7.01,0,7.01
2021-04,Online Store,Allentown,Pennsylvania,United States,First-time,,,0,0,0,0,0,5.38,0.32,5.7,0,0
2021-04,Online Store,Brighton,Colorado,United States,Returning,Gourmet Keto Original,,1,49.95,-10.98,0,38.97,0,0,38.97,0,38.97
2021-04,Online Store,Gloucester,Massachusetts,United States,First-time,6-Bag Variety Pack,,1,53.94,0,0,53.94,0,0,53.94,0,53.94
2021-04,Online Store,Sylmar,California,United States,First-time,,,0,0,0,0,0,4.38,0,4.38,0,0
2021-04,Online Store,Youngsville,Louisiana,United States,First-time,Traditional Japanese Teriyaki,,1,8.99,0,0,8.99,0,0,8.99,0,8.99
2021-04,Online Store,Lawrence,Kansas,United States,First-time,Gourmet Keto Variety Pack,,1,39.96,0,0,39.96,0,0,39.96,0,39.96
2021-04,Online Store,Gainesville,Florida,United States,First-time,Black Truffle,,1,8.99,0,0,8.99,0,0,8.99,0,8.99
