month,api_client_title,shipping_city,shipping_region,shipping_country,customer_type,product_title,product_type,orders,gross_sales,discounts,returns,net_sales,shipping,taxes,total_sales,total_tips,average_order_value
2021-06,Online Store,North Palm Bech,Florida,United States,Returning,Original Beef Jerky,Beef Jerky,1,17.98,-3.77,0,14.21,0,0,14.21,0,14.21
2021-06,Online Store,Frederick,Maryland,United States,First-time,Slap Yo' Grandma Spicy Beef Jerky,Beef Jerky,1,8.99,0,0,8.99,0,0,8.99,0,8.99
2021-06,Online Store,Kenmore,New York,United States,First-time,,,0,0,0,0,0,6.49,0,6.49,0,0
2021-06,Online Store,Mobile,Alabama,United States,Returning,Spicy Original Beef Jerky,Beef Jerky,1,53.94,0,0,53.94,0,0,53.94,0,53.94
2021-06,Online Store,Annandale,Virginia,United States,First-time,,,0,0,0,0,0,4.81,0,4.81,0,0
2021-06,Online Store,Draper,Utah,United States,First-time,Slap Yo' Grandma Spicy,,1,8.99,0,0,8.99,0,0,8.99,0,8.99
2021-06,Online Store,Boise,Idaho,United States,First-time,Traditional Japanese Teriyaki,,1,17.98,0,0,17.98,0,0,17.98,0,17.98
2021-06,Online Store,Missouri City,Texas,United States,Returning,Traditional Japanese Teriyaki Beef Jerky,Beef Jerky,1,17.98,-4.5,0,13.48,0,0,13.48,0,13.48
2021-06,Online Store,Bethlehem,Pennsylvania,United States,Returning,,,0,0,0,0,0,5.89,0.35,6.24,0,0
2021-06,Online Store,Rogers,Arkansas,United States,First-time,Black Truffle Beef Jerky,Beef Jerky,1,8.99,-0.89,0,8.1,0,0,8.1,0,8.1
2021-06,Online Store,Newfields,New Hampshire,United States,Returning,Gourmet Keto Mild Original,,1,19.98,-3.6,0,16.38,0,0,16.38,0,16.38
2021-06,Online Store,Long Island City,New York,United States,First-time,,,0,0,0,0,0,9.38,0,9.38,0,0
2021-06,Online Store,San Tan Valley,Arizona,United States,First-time,,,0,0,0,0,0,8.14,0,8.14,0,0
2021-06,Online Store,Apex,North Carolina,United States,First-time,,,0,0,0,0,0,9.89,0,9.89,0,0
2021-06,Seal Subscriptions,Salt Lake City,Utah,United States,Returning,Gourmet Keto Spicy Original,,1,49.95,-2.5,0,47.45,0,0,47.45,0,47.45
2021-06,Online Store,Brooklyn,New York,United States,First-time,Sweet Heat Beef Jerky,Beef Jerky,1,17.98,-4.5,0,13.48,0,0,13.48,0,13.48
2021-06,Seal Subscriptions,Livingston,New Jersey,United States,Returning,,,0,0,0,0,0,3.89,0,3.89,0,0
2021-06,Online Store,Chesapeake Beach,Maryland,United States,First-time,Sweet Heat Beef Jerky,Beef Jerky,1,8.99,0,0,8.99,0,0,8.99,0,8.99
2021-06,Seal Subscriptions,Manassas,Virginia,United States,Returning,Original Beef Jerky,Beef Jerky,1,44.95,-2.25,0,42.7,0,0,42.7,0,42.7
2021-06,Online Store,East Haven,Connecticut,United States,First-time,Original,,1,17.98,0,0,17.98,0,0,17.98,0,17.98
2021-06,Seal Subscriptions,Strong City,Kansas,United States,Returning,,,0,0,0,0,0,5.89,0,5.89,0,0
2021-06,Online Store,Riverside,California,United States,First-time,Traditional Japanese Teriyaki Beef Jerky,Beef Jerky,1,8.99,0,0,8.99,0,0,8.99,0,8.99
2021-06,Seal Subscriptions,Reno,Nevada,United States,Returning,Black Truffle Beef Jerky,Beef Jerky,1,8.99,-0.45,0,8.54,0,0,8.54,0,8.54
2021-06,Online Store,Willis,Michigan,United States,Returning,,,0,0,0,0,0,8.14,0,8.14,0,0
2021-06,Seal Subscriptions,Tucson,Arizona,United States,Returning,,,0,0,0,0,0,6.49,0,6.49,0,0
2021-06,Online Store,Garland,Texas,United States,First-time,,,0,0,0,0,0,6.49,0,6.49,0,0
2021-06,Seal Subscriptions,Mount Juliet,Tennessee,United States,First-time,4-Bag Gourmet Keto Beef Jerky Variety Pack,Beef Jerky,1,39.96,-2,0,37.96,0,0,37.96,0,37.96
2021-06,Online Store,Mountain View,California,United States,First-time,,,0,0,0,0,0,4.81,0,4.81,0,0
2021-06,Seal Subscriptions,Stanhope,New Jersey,United States,Returning,Spicy Original Beef Jerky,Beef Jerky,1,17.98,-0.9,0,17.08,0,0,17.08,0,17.08
2021-06,Online Store,Concord,New Hampshire,United States,Returning,,,0,0,0,0,0,10.37,0,10.37,0,0
2021-06,Seal Subscriptions,Canton,Ohio,United States,Returning,Gourmet Keto Black Truffle Beef Jerky,Beef Jerky,1,29.97,-1.5,0,28.47,0,0,28.47,0,28.47
2021-06,Online Store,St Louis,Missouri,United States,First-time,,,0,0,0,0,0,8.14,0,8.14,0,0
2021-06,Online Store,Fontana,California,United States,First-time,Black Truffle Beef Jerky,Beef Jerky,2,26.52,-2.69,0,23.83,0,0,23.83,0,11.915
2021-06,Online Store,Boulder,Colorado,United States,First-time,Black Truffle Beef Jerky,Beef Jerky,1,8.99,0,0,8.99,0,0,8.99,0,8.99
2021-06,Online Store,Manassas,Virginia,United States,Returning,,,0,0,0,0,0,9.98,0,9.98,0,0
2021-06,Online Store,Easton,Maryland,United States,First-time,Sweet Heat,,1,17.98,0,0,17.98,0,0,17.98,0,17.98
2021-06,Online Store,Manassas,Virginia,United States,First-time,,,0,0,0,0,0,0,0,0,0,0
2021-06,Online Store,Greencastle,Pennsylvania,United States,First-time,Black Truffle Beef Jerky,Beef Jerky,1,8.99,0,0,8.99,0,0.54,9.53,0,9.53
2021-06,Online Store,Woodbury,Connecticut,United States,Returning,,,0,0,0,0,0,19.18,0,19.18,0,0
2021-06,Online Store,Santa Maria,California,United States,Returning,Traditional Japanese Teriyaki Beef Jerky,Beef Jerky,1,35.96,-7.56,0,28.4,0,0,28.4,0,28.4
2021-06,Online Store,Colona,Illinois,United States,First-time,5-Bag Beef Jerky Variety Pack,Beef Jerky,1,44.95,0,0,44.95,0,0,44.95,0,44.95
2021-06,Online Store,Vancouver,Washington,United States,First-time,,,0,0,0,0,0,0,0,0,0,0
2021-06,Online Store,Winter Park,Florida,United States,First-time,Traditional Japanese Teriyaki Beef Jerky,Beef Jerky,1,8.99,0,0,8.99,0,0,8.99,0,8.99
2021-06,Online Store,Riverview,Florida,United States,First-time,Gourmet Keto Black Truffle Beef Jerky,Beef Jerky,1,9.99,-0.5,0,9.49,0,0,9.49,0,9.49
2021-06,Online Store,San Jose,California,United States,First-time,10-Bag All Flavors Beef Jerky Variety Pack,Beef Jerky,1,93.9,0,0,93.9,0,0,93.9,0,93.9
2021-06,Online Store,Hastings On Hudson,New York,United States,Returning,Gourmet Keto Black Truffle Beef Jerky,Beef Jerky,1,29.97,-6.3,0,23.67,0,0,23.67,0,23.67
2021-06,Online Store,Miramar Beach,Florida,United States,Returning,,,0,0,0,0,0,11.23,0,11.23,0,0
2021-06,Online Store,Westminster,California,United States,Returning,Traditional Japanese Teriyaki Beef Jerky,Beef Jerky,1,17.98,0,0,17.98,0,0,17.98,0,17.98
2021-06,Online Store,New York,New York,United States,First-time,Gourmet Keto Black Truffle Beef Jerky,Beef Jerky,1,19.98,0,0,19.98,0,0,19.98,0,19.98
2021-06,Online Store,Snellville,Georgia,United States,First-time,,,0,0,0,0,0,0,0,0,0,0
2021-06,Online Store,New York,New York,United States,First-time,5-Bag Beef Jerky Variety Pack,Beef Jerky,1,44.95,-11.23,0,33.72,0,0,33.72,0,33.72
2021-06,Online Store,Riverview,Florida,United States,First-time,,,0,0,0,0,0,9.78,0,9.78,0,0
2021-06,Online Store,Bay St. Louis,Mississippi,United States,First-time,,,0,0,0,0,0,3.89,0,3.89,0,0
2021-06,Online Store,Litchfield Park,Arizona,United States,First-time,Traditional Japanese Teriyaki,,1,8.99,0,0,8.99,0,0,8.99,0,8.99
2021-06,Online Store,Cranston,Rhode Island,United States,Returning,Black Truffle Beef Jerky,Beef Jerky,1,53.94,0,0,53.94,0,0,53.94,0,53.94
2021-06,Online Store,Santa Maria,California,United States,Returning,6-Bag Beef Jerky Variety Pack,Beef Jerky,1,53.94,0,0,53.94,0,0,53.94,0,53.94
2021-06,Online Store,Woodbridge,Virginia,United States,Returning,,,0,0,0,0,0,0,0,0,0,0
2021-06,Online Store,Londonderry,New Hampshire,United States,First-time,6-Bag Beef Jerky Variety Pack,Beef Jerky,1,53.94,0,0,53.94,0,0,53.94,0,53.94
2021-06,Online Store,Rotonda West,Florida,United States,Returning,Gourmet Keto Mild Original Beef Jerky,Beef Jerky,1,29.97,-6.29,0,23.68,0,0,23.68,0,23.68
2021-06,Online Store,Granby,Massachusetts,United States,Returning,Traditional Japanese Teriyaki Beef Jerky,Beef Jerky,1,35.96,0,0,35.96,0,0,35.96,0,35.96
2021-06,Online Store,Seattle,Washington,United States,First-time,Gourmet Keto Original Beef Jerky,Beef Jerky,2,19.98,0,0,19.98,0,0,19.98,0,9.99
2021-06,Online Store,Martinez,California,United States,First-time,Slap Yo' Grandma Spicy Beef Jerky,Beef Jerky,1,8.99,0,0,8.99,0,0,8.99,0,8.99
2021-06,Online Store,Duluth,Georgia,United States,First-time,10-Bag All Flavors Beef Jerky Variety Pack,Beef Jerky,1,93.9,-23.47,0,70.43,0,0,70.43,0,70.43
2021-06,Online Store,Squantum,Massachusetts,United States,First-time,Traditional Japanese Teriyaki,,1,8.99,0,0,8.99,0,0,8.99,0,8.99
2021-06,Online Store,Duluth,Georgia,United States,First-time,Slap Yo' Grandma Spicy Beef Jerky,Beef Jerky,1,8.99,-0.9,0,8.09,0,0,8.09,0,8.09
2021-06,Online Store,Martinez,California,United States,Returning,,,0,0,0,0,0,0,0,0,0,0
2021-06,Online Store,Taylors,South Carolina,United States,First-time,10-Bag All Flavors Beef Jerky Variety Pack,Beef Jerky,1,93.9,0,0,93.9,0,0,93.9,0,93.9
2021-06,Online Store,Muskogee,Oklahoma,United States,First-time,Traditional Japanese Teriyaki Beef Jerky,Beef Jerky,1,8.99,0,0,8.99,0,0,8.99,0,8.99
2021-06,Online Store,Jackson,New Jersey,United States,First-time,Gourmet Keto Variety Pack,,1,39.96,-7.98,0,31.98,0,0,31.98,0,31.98
2021-06,Online Store,Bremerton,Washington,United States,Returning,,,0,0,0,0,0,0,0,0,0,0
2021-06,Online Store,Jackson,New Jersey,United States,First-time,Gourmet Keto Mild Original,,1,9.99,-2,0,7.99,0,0,7.99,0,7.99
2021-06,Online Store,Santa Maria,California,United States,First-time,Slap Yo' Grandma Spicy,,1,8.99,-1.62,0,7.37,0,0,7.37,0,7.37
2021-06,Online Store,Granada Hills,California,United States,First-time,Original Beef Jerky,Beef Jerky,1,35.96,-8.99,0,26.97,0,0,26.97,0,26.97
2021-06,Online Store,Aiken,South Carolina,United States,First-time,5-Bag Variety Pack,,1,44.95,0,0,44.95,0,0,44.95,0,44.95
2021-06,Online Store,Modesto,California,United States,Returning,Traditional Japanese Teriyaki Beef Jerky,Beef Jerky,1,44.95,-11.24,0,33.71,0,0,33.71,0,33.71
2021-06,Online Store,East Liverpool,Ohio,United States,Returning,Traditional Japanese Teriyaki Beef Jerky,Beef Jerky,1,26.97,0,0,26.97,0,0,26.97,0,26.97
2021-06,Online Store,Hindsville,Arkansas,United States,Returning,Traditional Japanese Teriyaki Beef Jerky,Beef Jerky,1,17.98,0,0,17.98,0,0,17.98,0,17.98
2021-06,Online Store,Windsor,Vermont,United States,Returning,6-Bag Beef Jerky Variety Pack,,1,53.94,0,0,53.94,0,0,53.94,0,53.94
2021-06,Online Store,Los Angeles,California,United States,First-time,Original Beef Jerky,Beef Jerky,1,8.99,-2.25,0,6.74,0,0,6.74,0,6.74
2021-06,Online Store,Westland,Michigan,United States,Returning,Gourmet Keto Black Truffle,,1,29.97,-5.99,0,23.98,0,0,23.98,0,23.98
2021-06,Online Store,Los Angeles,California,United States,First-time,Gourmet Keto Original,,1,9.99,0,0,9.99,0,0,9.99,0,9.99
2021-06,Online Store,Windsor,Vermont,United States,First-time,,,0,0,0,0,0,9.98,0,9.98,0,0
2021-06,Online Store,Los Angeles,California,United States,First-time,Slap Yo' Grandma Spicy Beef Jerky,Beef Jerky,1,35.96,-7.55,0,28.41,0,0,28.41,0,28.41
2021-06,Online Store,Miami,Florida,United States,First-time,Black Truffle,,1,8.99,0,0,8.99,0,0,8.99,0,8.99
2021-06,Online Store,Los Angeles,California,United States,Returning,Traditional Japanese Teriyaki Beef Jerky,Beef Jerky,2,53.94,-12.4,0,41.54,0,0,41.54,0,20.77
2021-06,Online Store,Mckinney,Texas,United States,First-time,Spicy Original,,1,8.99,0,0,8.99,0,0,8.99,0,8.99
2021-06,Online Store,Los Angeles,California,United States,Returning,Gourmet Keto Mild Original,,1,29.97,-2.99,0,26.98,0,0,26.98,0,26.98
2021-06,Online Store,Toledo,Ohio,United States,First-time,,,0,0,0,0,0,3.89,0,3.89,0,0
2021-06,Online Store,Los Angeles,California,United States,Returning,Sweet Heat Beef Jerky,Beef Jerky,1,26.97,-6.74,0,20.23,0,0,20.23,0,20.23
2021-06,Online Store,Henderson,Nevada,United States,First-time,5-Bag Beef Jerky Variety Pack,Beef Jerky,1,44.95,0,0,44.95,0,0,44.95,0,44.95
2021-06,Online Store,Pasadena,California,United States,First-time,,,0,0,0,0,0,5.89,0,5.89,0,0
2021-06,Online Store,Miami,Florida,United States,Returning,Black Truffle Beef Jerky,Beef Jerky,1,8.99,0,0,8.99,0,0,8.99,0,8.99
2021-06,Online Store,Pasadena,California,United States,First-time,Spicy Original Beef Jerky,Beef Jerky,1,8.99,0,0,8.99,0,0,8.99,0,8.99
2021-06,Online Store,Sarver,Pennsylvania,United States,First-time,,,0,0,0,0,0,9.59,0.58,10.17,0,0
2021-06,Online Store,Pasadena,California,United States,Returning,,,0,0,0,0,0,12.03,0,12.03,0,0
2021-06,Online Store,Telford,Tennessee,United States,Returning,Sweet Heat Beef Jerky,Beef Jerky,1,17.98,0,0,17.98,0,0,17.98,0,17.98
2021-06,Online Store,Pasadena,Maryland,United States,First-time,,,0,0,0,0,0,9.59,0,9.59,0,0
2021-06,Online Store,Liberty Twp,Ohio,United States,First-time,Gourmet Keto Original,,1,19.98,-3.59,0,16.39,0,0,16.39,0,16.39
2021-06,Online Store,Sturgis,South Dakota,United States,First-time,Black Truffle Beef Jerky,Beef Jerky,1,8.99,0,0,8.99,0,0,8.99,0,8.99
2021-06,Online Store,Miami,Florida,United States,Returning,Gourmet Keto Black Truffle Beef Jerky,Beef Jerky,1,49.95,-10.48,0,39.47,0,0,39.47,0,39.47
2021-06,Online Store,Rose Valley,Pennsylvania,United States,First-time,Sweet Heat Beef Jerky,Beef Jerky,1,35.96,-7.56,0,28.4,0,1.7,30.1,0,30.1
2021-06,Online Store,Portland,Oregon,United States,First-time,Gourmet Keto Spicy Original Beef Jerky,Beef Jerky,1,49.95,0,0,49.95,0,0,49.95,0,49.95
2021-06,Online Store,Meridian,Idaho,United States,First-time,Gourmet Keto Original Beef Jerky,Beef Jerky,1,19.98,0,0,19.98,0,0,19.98,0,19.98
2021-06,Online Store,Richboro,Pennsylvania,United States,First-time,,,0,0,0,0,0,6.49,0.39,6.88,0,0
2021-06,Online Store,Gilbert,Arizona,United States,Returning,Spicy Original,,1,62.93,-12.58,0,50.35,0,0,50.35,0,50.35
2021-06,Online Store,Burnet,Texas,United States,Returning,,,0,0,0,0,0,6.49,0,6.49,0,0
2021-06,Online Store,Saint Anne,Illinois,United States,First-time,,,0,0,0,0,0,5.89,0,5.89,0,0
2021-06,Online Store,Denton,Texas,United States,First-time,,,0,0,0,0,0,3.89,0,3.89,0,0
2021-06,Online Store,Blaine,Minnesota,United States,Returning,Original Beef Jerky,Beef Jerky,1,17.98,0,0,17.98,0,0,17.98,0,17.98
2021-06,Online Store,North Lauderdale,Florida,United States,Returning,Gourmet Keto Black Truffle Beef Jerky,Beef Jerky,1,9.99,-2.1,0,7.89,0,0,7.89,0,7.89
2021-06,Online Store,Blaine,Minnesota,United States,Returning,Sweet Heat Beef Jerky,Beef Jerky,1,17.98,0,0,17.98,0,0,17.98,0,17.98
2021-06,Online Store,Blaine,Minnesota,United States,Returning,Gourmet Keto Mild Original,,1,19.98,-2.99,0,16.99,0,0,16.99,0,16.99
2021-06,Online Store,Fairbury,Illinois,United States,First-time,Traditional Japanese Teriyaki Beef Jerky,Beef Jerky,1,8.99,0,0,8.99,0,0,8.99,0,8.99
2021-06,Online Store,Columbus,Nebraska,United States,First-time,5-Bag Beef Jerky Variety Pack,Beef Jerky,1,44.95,0,0,44.95,0,0,44.95,0,44.95
2021-06,Online Store,Crestview Hills,Kentucky,United States,Returning,,,0,0,0,0,0,11.17,0,11.17,0,0
2021-06,Online Store,Columbus,New Jersey,United States,Returning,Spicy Original,,1,17.98,0,0,17.98,0,0,17.98,0,17.98
2021-06,Online Store,Fallon,Nevada,United States,First-time,Black Truffle Beef Jerky,Beef Jerky,1,8.99,0,0,8.99,0,0,8.99,0,8.99
2021-06,Online Store,Berthoud,Colorado,United States,First-time,4-Bag Gourmet Keto Beef Jerky Variety Pack,Beef Jerky,1,39.96,0,0,39.96,0,0,39.96,0,39.96
2021-06,Online Store,Fond Du Lac,Wisconsin,United States,Returning,,,0,0,0,0,0,4.81,0,4.81,0,0
2021-06,Online Store,Coraopolis,Pennsylvania,United States,First-time,Slap Yo' Grandma Spicy Beef Jerky,Beef Jerky,1,8.99,-2.24,0,6.75,0,0.41,7.16,0,7.16
2021-06,Online Store,Fallon,Nevada,United States,Returning,,,0,0,0,0,0,0,0,0,0,0
2021-06,Online Store,Pawtucket,Rhode Island,United States,Returning,Original Beef Jerky,Beef Jerky,1,17.98,-4.5,0,13.48,0,0,13.48,0,13.48
2021-06,Online Store,Greenacres,Washington,United States,First-time,Sweet Heat,,1,8.99,0,0,8.99,0,0,8.99,0,8.99
2021-06,Online Store,Pawtucket,Rhode Island,United States,First-time,,,0,0,0,0,0,9.98,0,9.98,0,0
2021-06,Online Store,Rosamond,California,United States,Returning,,,0,0,0,0,0,9.62,0,9.62,0,0
2021-06,Online Store,Cooksville,Maryland,United States,Returning,,,0,0,0,0,0,0,0,0,0,0
2021-06,Online Store,Micanopy,Florida,United States,First-time,All Flavors Variety Pack,,0,0,0,-93.9,-93.9,0,0,-93.9,0,0
2021-06,Online Store,Eustis,Florida,United States,Returning,Original Beef Jerky,Beef Jerky,1,17.98,0,0,17.98,0,0,17.98,0,17.98
2021-06,Online Store,Indianapolis,Indiana,United States,First-time,Gourmet Keto Mild Original Beef Jerky,Beef Jerky,1,9.99,0,0,9.99,0,0,9.99,0,9.99
2021-06,Online Store,Guinda,California,United States,First-time,Spicy Original,,1,35.96,-3.59,0,32.37,0,0,32.37,0,32.37
2021-06,Online Store,Reno,Nevada,United States,Returning,Black Truffle Beef Jerky,Beef Jerky,2,17.98,0,0,17.98,0,0,17.98,0,8.99
2021-06,Online Store,Mars,Pennsylvania,United States,Returning,,,0,0,0,0,0,0,0,0,0,0
2021-06,Online Store,Tarpon Springs,Florida,United States,First-time,Sweet Heat Beef Jerky,Beef Jerky,2,17.98,-1.89,0,16.09,0,0,16.09,0,8.045
2021-06,Online Store,Aldie,Virginia,United States,First-time,Black Truffle Beef Jerky,Beef Jerky,1,17.98,-4.49,0,13.49,0,0,13.49,0,13.49
2021-06,Online Store,Fort Lee,New Jersey,United States,First-time,Black Truffle Beef Jerky,Beef Jerky,1,17.98,-3.77,0,14.21,0,0,14.21,0,14.21
2021-06,Online Store,Greenfield,New York,United States,First-time,Black Truffle,,1,8.99,0,0,8.99,0,0,8.99,0,8.99
2021-06,Online Store,Pittsburg,California,United States,Returning,,,0,0,0,0,0,0,0,0,0,0
2021-06,Online Store,Topeka,Kansas,United States,First-time,Original Beef Jerky,Beef Jerky,1,8.99,0,0,8.99,0,0,8.99,0,8.99
2021-06,Online Store,Reno,Nevada,United States,Returning,Sweet Heat,,1,53.94,-13.49,0,40.45,0,0,40.45,0,40.45
2021-06,Online Store,Fern Park,Florida,United States,Returning,Sweet Heat Beef Jerky,Beef Jerky,1,17.98,-1.79,0,16.19,0,0,16.19,0,16.19
2021-06,Online Store,Reidsville,North Carolina,United States,First-time,Original Beef Jerky,Beef Jerky,1,8.99,0,0,8.99,0,0,8.99,0,8.99
2021-06,Online Store,Destin,Florida,United States,Returning,,,0,0,0,0,0,0,0,0,0,0
2021-06,Online Store,Campbell,California,United States,First-time,Black Truffle Beef Jerky,Beef Jerky,1,8.99,0,0,8.99,0,0,8.99,0,8.99
2021-06,Online Store,Wallingford,Connecticut,United States,Returning,Traditional Japanese Teriyaki,,1,17.98,-1.79,0,16.19,0,0,16.19,0,16.19
2021-06,Online Store,Pleasant Hill,California,United States,Returning,Spicy Original Beef Jerky,Beef Jerky,1,17.98,-4.5,0,13.48,0,0,13.48,0,13.48
2021-06,Online Store,Wallingford,Connecticut,United States,Returning,Original Beef Jerky,Beef Jerky,1,17.98,-4.5,0,13.48,0,0,13.48,0,13.48
2021-06,Online Store,East Brunswick,New Jersey,United States,First-time,,,0,0,0,0,0,3.89,0,3.89,0,0
2021-06,Online Store,Fort Wayne,Indiana,United States,First-time,6-Bag Variety Pack,,1,53.94,-5.39,0,48.55,0,0,48.55,0,48.55
2021-06,Online Store,Turlock,California,United States,Returning,Sweet Heat Beef Jerky,Beef Jerky,1,8.99,0,0,8.99,0,0,8.99,0,8.99
2021-06,Online Store,Madison Township,Pennsylvania,United States,First-time,Gourmet Keto Original Beef Jerky,Beef Jerky,1,9.99,0,0,9.99,0,0.6,10.59,0,10.59
2021-06,Online Store,Strafford,Missouri,United States,Returning,Gourmet Keto Spicy Original Beef Jerky,Beef Jerky,1,19.98,0,0,19.98,0,0,19.98,0,19.98
2021-06,Online Store,Burton,Michigan,United States,First-time,,,0,0,0,0,0,6.49,0,6.49,0,0
2021-06,Online Store,Denver,Colorado,United States,Returning,Black Truffle Beef Jerky,Beef Jerky,1,8.99,-1.89,0,7.1,0,0,7.1,0,7.1
2021-06,Online Store,Austin,Texas,United States,Returning,Black Truffle Beef Jerky,Beef Jerky,1,26.97,-2.7,0,24.27,0,0,24.27,0,24.27
2021-06,Online Store,Blue Grass,Virginia,United States,First-time,,,0,0,0,0,0,11.84,0,11.84,0,0
2021-06,Online Store,Austin,Texas,United States,First-time,5-Bag Beef Jerky Variety Pack,Beef Jerky,1,44.95,0,0,44.95,0,0,44.95,0,44.95
2021-06,Online Store,Denver,Colorado,United States,Returning,Gourmet Keto Original Beef Jerky,Beef Jerky,1,19.98,0,0,19.98,0,0,19.98,0,19.98
2021-06,Online Store,Austin,Texas,United States,First-time,6-Bag Beef Jerky Variety Pack,Beef Jerky,1,53.94,0,0,53.94,0,0,53.94,0,53.94
2021-06,Online Store,Arroyo Grande,California,United States,First-time,,,0,0,0,0,0,5.89,0,5.89,0,0
2021-06,Online Store,Marana,Arizona,United States,First-time,Gourmet Keto Original Beef Jerky,Beef Jerky,1,19.98,0,0,19.98,0,0,19.98,0,19.98
2021-06,Online Store,Denver,Colorado,United States,First-time,Black Truffle Beef Jerky,Beef Jerky,1,8.99,0,0,8.99,0,0,8.99,0,8.99
2021-06,Online Store,Plainville,Connecticut,United States,First-time,,,0,0,0,0,0,0,0,0,0,0
2021-06,Online Store,Old Forge,Pennsylvania,United States,Returning,Spicy Original Beef Jerky,Beef Jerky,1,35.96,-8.98,0,26.98,0,1.62,28.6,0,28.6
2021-06,Online Store,Moreno Valley,California,United States,Returning,,,0,0,0,0,0,3.89,0,3.89,0,0
2021-06,Online Store,Westlake Village,California,United States,First-time,,,0,0,0,0,0,7.78,0,7.78,0,0
2021-06,Online Store,Cincinnati,Ohio,United States,First-time,Original Beef Jerky,Beef Jerky,1,8.99,0,0,8.99,0,0,8.99,0,8.99
2021-06,Online Store,Worcester,Massachusetts,United States,First-time,,,0,0,0,0,0,3.89,0,3.89,0,0
2021-06,Online Store,Rockaway,New Jersey,United States,Returning,,,0,0,0,0,0,0,0,0,0,0
2021-06,Online Store,Menomonee Falls,Wisconsin,United States,First-time,,,0,0,0,0,0,3.89,0,3.89,0,0
2021-06,Online Store,Rockaway,New Jersey,United States,First-time,,,0,0,0,0,0,0,0,0,0,0
2021-06,Online Store,Old Forge,Pennsylvania,United States,Returning,Sweet Heat Beef Jerky,Beef Jerky,1,17.98,-4.5,0,13.48,0,0.81,14.29,0,14.29
2021-06,Online Store,Gastonia,North Carolina,United States,First-time,6-Bag Variety Pack,,1,53.94,-5.39,0,48.55,0,0,48.55,0,48.55
2021-06,Online Store,San Antonio,Texas,United States,Returning,,,0,0,0,0,0,6.49,0,6.49,0,0
2021-06,Online Store,Lodi,California,United States,Returning,Original Beef Jerky,Beef Jerky,1,134.85,0,0,134.85,0,0,134.85,0,134.85
2021-06,Online Store,Beaverton,Oregon,United States,First-time,Spicy Original,,1,17.98,0,0,17.98,0,0,17.98,0,17.98
2021-06,Online Store,Skokie,Illinois,United States,Returning,,,0,0,0,0,0,0,0,0,0,0
2021-06,Online Store,San Antonio,Texas,United States,First-time,Gourmet Keto Black Truffle Beef Jerky,Beef Jerky,1,9.99,-2.5,0,7.49,0,0,7.49,0,7.49
2021-06,Online Store,Skokie,Illinois,United States,First-time,,,0,0,0,0,0,0,0,0,0,0
2021-06,Online Store,Dallas,Texas,United States,First-time,Black Truffle Beef Jerky,Beef Jerky,1,8.99,-0.89,0,8.1,0,0,8.1,0,8.1
2021-06,Online Store,Pinedale,Wyoming,United States,First-time,5-Bag Beef Jerky Variety Pack,Beef Jerky,1,44.95,0,0,44.95,0,0,44.95,0,44.95
2021-06,Online Store,San Antonio,Texas,United States,First-time,Spicy Original Beef Jerky,Beef Jerky,1,8.99,-2.24,0,6.75,0,0,6.75,0,6.75
2021-06,Online Store,Stone Ridge,Virginia,United States,First-time,Gourmet Keto Mild Original Beef Jerky,Beef Jerky,1,19.98,0,0,19.98,0,0,19.98,0,19.98
2021-06,Online Store,Northumberland,Pennsylvania,United States,Returning,,,0,0,0,0,0,9.59,0.58,10.17,0,0
2021-06,Online Store,Syracuse,New York,United States,First-time,,,0,0,0,0,0,9.59,0,9.59,0,0
2021-06,Online Store,Soddy Daisy,Tennessee,United States,Returning,Tip,,0,0,0,0,0,0,0,0,4.5,0
2021-06,Online Store,Syracuse,New York,United States,Returning,,,0,0,0,0,0,9.98,0,9.98,0,0
2021-06,Online Store,Rising Sun,Indiana,United States,First-time,Gourmet Keto Variety Pack,,1,39.96,-3.99,0,35.97,0,0,35.97,0,35.97
2021-06,Online Store,Syracuse,Nebraska,United States,Returning,Black Truffle Beef Jerky,Beef Jerky,1,8.99,-1.88,0,7.11,0,0,7.11,0,7.11
2021-06,Online Store,El Mirage,Arizona,United States,Returning,,,0,0,0,0,0,14.63,0,14.63,0,0
2021-06,Online Store,Milpitas,California,United States,First-time,,,0,0,0,0,0,0,0,0,0,0
2021-06,Online Store,Lennox,South Dakota,United States,Returning,Original Beef Jerky,Beef Jerky,1,17.98,0,0,17.98,0,0,17.98,0,17.98
2021-06,Online Store,Milpitas,California,United States,First-time,Gourmet Keto Spicy Original Beef Jerky,Beef Jerky,1,59.94,0,0,59.94,0,0,59.94,0,59.94
2021-06,Online Store,Spring Brook Township,Pennsylvania,United States,First-time,Original Beef Jerky,Beef Jerky,1,44.95,0,0,44.95,0,2.7,47.65,0,47.65
2021-06,Online Store,Vacaville,California,United States,First-time,,,0,0,0,0,0,3.89,0,3.89,0,0
2021-06,Online Store,Camp Verde,Arizona,United States,First-time,10-Bag All Flavors Beef Jerky Variety Pack,Beef Jerky,1,93.9,0,0,93.9,0,0,93.9,0,93.9
2021-06,Online Store,Fort Collins,Colorado,United States,First-time,,,0,0,0,0,0,5.89,0,5.89,0,0
2021-06,Online Store,Covington,Tennessee,United States,First-time,Black Truffle,,1,8.99,0,0,8.99,0,0,8.99,0,8.99
